time,battery_voltage,fl,fr,bl,br,x_position,y_position,angle,x_velocity,y_velocity,angular_velocity
5.861676,11.838000,0.000000,0.000000,1.000000,-1.000000,15.022338,4.061497,-11.380564,-5.760778,19.678445,-0.001091
5.962900,11.777000,0.000000,0.000000,1.000000,-1.000000,13.209096,4.672144,-11.620278,-4.243370,18.919742,-0.001091
6.064064,11.799000,-0.116827,0.116827,0.883173,-0.883173,11.734354,5.951640,-12.031672,-3.157382,18.800729,-0.001091
6.165039,11.707000,-0.500000,0.500000,0.500000,-0.500000,10.752998,7.926411,-12.397274,-0.672999,21.419001,-0.001091
6.266098,11.781000,-0.500000,0.500000,0.500000,-0.500000,10.315346,9.969350,-12.501110,-4.570654,19.291655,-0.001091
6.367110,11.895000,-0.500000,0.500000,0.500000,-0.500000,9.855628,11.911238,-12.537944,-2.904481,19.291655,-0.001091
6.469175,11.855000,-0.500000,0.500000,0.500000,-0.500000,9.678960,13.351101,-12.530932,-1.178802,18.592458,-0.001091
6.573743,11.842000,-0.500000,0.500000,0.500000,-0.500000,9.659719,15.519222,-12.514316,1.037804,19.693322,-0.001091
6.683793,11.951000,-0.500000,0.500000,0.500000,-0.500000,9.668197,17.323140,-12.512705,1.052680,18.428816,-0.001091
6.796204,11.921000,-0.500000,0.500000,0.500000,-0.500000,9.646752,20.151465,-12.513696,0.412989,20.511532,-0.001091
6.897253,11.882000,-0.500000,0.500000,0.500000,-0.500000,9.573035,22.380092,-12.514475,0.323729,20.630544,-0.001091
6.998520,11.886000,-0.500000,0.500000,0.500000,-0.500000,9.465748,24.627857,-12.517719,-0.167197,20.942952,-0.001091
7.100538,11.899000,-0.500000,0.500000,0.500000,-0.500000,9.372652,26.635185,-12.518552,-0.182073,21.106594,-0.001091
7.201696,11.916000,-0.500000,0.500000,0.500000,-0.500000,9.241140,28.992424,-12.518496,-0.226703,21.969434,-0.001091
7.309552,11.890000,-0.500000,0.500000,0.500000,-0.500000,9.136470,31.265952,-12.525143,-0.226703,21.195853,-0.001091
7.410278,11.903000,-0.500000,0.500000,0.500000,-0.500000,9.024953,33.400009,-12.527364,-0.315962,22.118199,-0.001091
7.516880,11.930000,-0.500000,0.500000,0.500000,-0.500000,8.937175,35.526597,-12.528898,0.026199,20.838816,-0.001091
7.618451,11.908000,-0.500000,0.500000,0.500000,-0.500000,8.851800,37.653826,-12.528830,-0.182073,21.374372,-0.001091
7.719911,11.934000,-0.500000,0.500000,0.500000,-0.500000,8.746192,39.730962,-12.527708,-0.182073,21.761162,-0.001091
7.821238,11.921000,-0.500000,0.500000,0.500000,-0.500000,8.671130,41.160812,-12.526430,-0.345715,21.448754,-0.001091
7.922232,11.899000,-0.500000,0.500000,0.500000,-0.500000,8.489427,44.387787,-12.526336,-0.345715,21.285112,-0.001091
8.023570,11.895000,-0.500000,0.500000,0.500000,-0.500000,8.391158,46.281485,-12.524947,-0.196950,20.481779,-0.001091
8.130071,11.877000,-0.000483,0.000483,0.000483,-0.000483,8.317169,48.596381,-12.524609,0.219594,20.690051,-0.001091
8.231802,12.467000,0.000000,-0.000000,0.000000,0.000000,8.293317,50.397216,-12.529857,0.561754,14.903074,-0.001091
8.332808,12.485000,0.000000,-0.000000,0.000000,0.000000,8.296163,51.334379,-12.535146,0.011322,8.535913,-0.001091
8.436708,12.511000,0.000000,-0.000000,0.000000,0.000000,8.291604,51.623812,-12.529212,0.130334,-0.375138,-0.001091
8.538079,12.511000,0.000000,-0.000000,0.000000,0.000000,8.301088,51.589233,-12.531402,0.011322,-0.032978,-0.001091
8.639319,12.511000,0.000000,-0.000000,0.000000,0.000000,8.300677,51.591132,-12.531365,-0.003555,-0.003224,-0.001091
8.740226,12.515000,0.000000,-0.000000,0.000000,0.000000,8.300309,51.590773,-12.531559,-0.003555,-0.003224,-0.001091
8.841045,12.515000,0.000000,-0.000000,0.000000,0.000000,8.299974,51.590448,-12.531589,-0.003555,-0.003224,-0.001091
8.941973,12.502000,0.000000,-0.000000,0.000000,0.000000,8.299636,51.590119,-12.531667,-0.003555,-0.003224,-0.001091
9.042857,12.502000,0.000000,-0.000000,0.000000,0.000000,8.299314,51.589806,-12.531584,-0.003555,-0.003224,-0.001091
9.143591,12.502000,0.000000,-0.000000,0.000000,0.000000,8.298968,51.589470,-12.531628,-0.003555,-0.003224,-0.001091
9.244365,12.502000,0.000000,-0.000000,0.000000,0.000000,8.298635,51.589145,-12.531545,-0.003555,-0.003224,-0.001091
9.345080,12.502000,0.000000,-0.000000,0.000000,0.000000,8.298223,51.588744,-12.531524,-0.003555,-0.003224,-0.001091
9.446020,12.520000,0.000000,-0.000000,0.000000,0.000000,8.297934,51.588464,-12.531580,-0.003555,-0.003224,-0.001091
